QueryId,Query,Label
52899,TELL EM ABOUT FUNGAL CONTROL IN TOMATO ?,Plant Protection
70952,Asking about Panchakavya preparation,Nutrient Management
52900,Plant protection of bottle gourd ...?,Plant Protection
70951,TELL ME ABOUT PEST CONTROL IN CASTOR ?,Plant Protection
70950,ASKING ABOUT BANANA PLANT PURCHASING REGARDING N.H.M.,Market Information
70949,Weather Information District Bahraich....?,Weather
52901,Asking about Leaf folder and brown plant hopper management in Paddy,Plant Protection
70948,tell me STEM BORER CONTROL  IN BRINJAL,Plant Protection
70947,ASKING ABOUT THE REMEDY FOR SPLITTING OF KNOLKHOL.,Nutrient Management
70946,Yellowing of leaf in papaya,Plant Protection
70945,POTATO--LEAF CURLING PROBLEM...?,Plant Protection
70957,Termite control in paddy?,Plant Protection
70944,Agriculture Goverment schemes....?,Government Schemes
52896,WEATHER REPORT---HAMIRPUR...?,Weather
70959,bitter gourd foliar application information,Nutrient Management
70972,Asking about Leaf caterpillars in coconut,Plant Protection
52890,Termite control in paddy crop....?,Plant Protection
70970,aSKED ABOUT FERTILIZER DOSE OF PADDY,Fertilizer Use and Availability
52891,information in goverment schemes....,Government Schemes
70969,paddy crop Brown spot...?,Plant Protection
52892,asking about DRENCHING on red gram ?,Nutrient Management
70968,Information regarding to weather jind?,Weather
70967,leaf curl problem in chilli ?,Plant Protection
70966,Farmer want to know information about weather forecasting for sehore dist in mp ?,Weather
52893,Asking about brinjal foliar application,Plant Protection
70965,Asking about Madhuranthagam (kancheepuram) weather report,Weather
70964,INFORMATION REGARDING GROWTH NUTRIENT IN PADDY?,Nutrient Management
52894,ABOUT PLANTING MATERIALS OF LEMON GRASS,Cultural Practices
70963,farmer wants to knows information about weather in durg district ?,Weather
70962,termite in paddy.....?,Plant Protection
70961,Asking about Mango stem borer management,Plant Protection
70960,ASKING ABOUT CONTROL OF SHEATH ROT OF  PADDY.,Plant Protection
52895,TELL ME CONTROL OF BACTERIAL BLIGHT DISEASE IN OKRA ?,Plant Protection
70943,TELL ME INSECT CONTROL IN MOSAMBI,Plant Protection
70942,information regading control of white fly and catter pillar in cotton?,Cultural Practices
70941,inscet control in sugarcane crop ...?,Field Preparation
70918,"insect control, bhindi",Plant Protection
70917,asking about drip subsidy information,Government Schemes
52903,termite problom of sugarcane.......?,Plant Protection
70916,Asking about bhendi white fly management,Plant Protection
70915,Fruit drop problem in Mango crop ...?,Cultural Practices
70914,asked about FOR FLOWERING of marigold?,Cultural Practices
70913,insect problem in bottle  gourd,Plant Protection
52904,Asking about Root grub management in turmeric,Plant Protection
70911,farmer want to know about weather information singoli tehshil neemuch district?,Weather
70910,TELL ME MICRO NUTRIENT MANAGEMENT TINDA ?,Plant Protection
70909,solar pump information ?,Weather
70908,ASKING ABOUT THE CONTROL OF DAMPING OFF IN  TOMATO.,Plant Protection
52905,ICAR CONTACT NUMBER,Field Preparation
70907,Asked about control of leaf minor,Plant Protection
70906,Maize Pink stem borer,Plant Protection
52906,Asking about Stem bleeding in disease in watermelon,Plant Protection
52907,YELLOW COLOR,Plant Protection
70919,VARIETY OF PADDY FOR MEDIUM LAND,Cultural Practices
70920,mandi rate information of musterd crop..?,Government Schemes
70921,Asked about Nagapattinam weather Report,Nutrient Management
70922,asking about Sowing season for small onion,Cultural Practices
70940,Asking about MN application for Moringa,Nutrient Management
70939,flower control in pomegrante ?,Weather
70938,weather forcast,Plant Protection
70937,TELL ME  WEED CONTROL IN GROUNDNUT,Weed Management
70936,farmer want to know information about  how to increase growth of   cotton ?,Nutrient Management
70935,Farmer need information regarding control measures of caterpillars in sobean crop?,Plant Protection
70934,fruit dropping of mango ?,Plant Protection
70933,Asking about Suitable varieties for this season,Varieties
70973,ask about larvae control information,Plant Protection
70932,Asking about paddy ADT 43 market rate,Market Information
70930,farmer want to know information about weather forecast in  satna district?,Weather
70929,farmer want to know information about how to control mites in soybean crop ?,Plant Protection
70928,ASKING ABOUT THE CONTROL MEASURE OF LEAF EATING CATERPILLAR IN TOMATO.,Plant Protection
70927,asking about weather information ..?,Nutrient Management
70926,ASKED ABOUT ATTACK OF BLIGHT ATTACK ?,Plant Protection
70925,got. scheme information ?,Government Schemes
70924,"asking about Department of Millets, TNAU, Coimbatore-641003",Cultural Practices
70923,thripas problem in potato,Plant Protection
52902,information for insect in makka crop?,Nutrient Management
52871,Mango malformation in Mango crop.....?,Plant Protection
70974,fertilizer for singhada?,Fertilizer Use and Availability
70976,TELL ME FRUIT CRECKING CONTROL IN ANANR,Plant Protection
71028,FERTILIZER APPLICATION FOR NEWLY PLANTED MANGO TREE ?,Fertilizer Use and Availability
52877,TELL ME ABOUT CROP INSURANCE,Weather
71027,Farmer wants to know information about registration of SMS advisory ?,Government Schemes
71026,Asking about top fertilizer management for onion,Nutrient Management
71025,PADDY --PEST CONTROL.......?,Plant Protection
71024,ASKING ABOUT CONTROL OF NEMATODE IN POINTED  GOURD.,Plant Protection
71023,Asked about paddy basal fertilizer management,Weed Management
52878,Asking about Veppanthattai agriculture department,Plant Protection
71022,KHAIRA DISEASE PROBLEM IN PADDY ?,Plant Protection
71021,Asking about Weather report for villupuram,Weather
71020,Farmer needs information regarding weed management of SOYBEAN?,Weather
71019,Manure and fertilizer:,Fertilizer Use and Availability
71018,Asking about Thrips in Chilli,Plant Protection
71016,plant protection of mango.......?,Plant Protection
71015,INFORMATION ABOUT  WEATHER OF JALAUN ?,Weather
71014,mushroom training information,Cultural Practices
71013,Asking about Weather detail for Erode district,Nutrient Management
52876,Asking about brinjal sowing season,Weather
52879,asking about coimbatore today weather Report,Fertilizer Use and Availability
71030,asking about daincha germination moisture level,Cultural Practices
71032,TELL ME PASHU PALAN DEPARTMENT CONTRACT NUMBER,Weather
52873,INFORMATION REGARDING THE CONTACT NUMBER OF KVK GURDASPUR ?,Weather
71047,FERTILIZER DOSE CONTROL IN PADDY ?,Weather
71046,Farmer want to know how to control fungal attack in pea ?,Plant Protection
71045,Swioing time of Groundnut ?,Field Preparation
71044,asking about Maize market rate at Ariyalur market,Market Information
71043,information regarding how to control yellow rust in wheat crop?,Field Preparation
71042,farmer want to know information about How to control thrip in  okra crop ?,Plant Protection
71041,Asking about sowing season for chilli,Plant Protection
71040,caterpillar  in  bangal  gram,Plant Protection
71039,asking about mazie market rate,Market Information
71038,Asked about rigge gourd cucumber mosaic virus management,Plant Protection
71037,pokkahboeng  control of sugarcane?,Plant Protection
71036,fruit cracking in lemon,Nutrient Management
71035,insect cantrol of paddy ?,Weather
71034,SUBSIDY ON DIGGI,Government Schemes
52874,Asking about Anthracnose management in Papaya,Plant Protection
52875,Control of Flower dropping in Cotton ?,Nutrient Management
71031,TELL ME INSECT CONTROL IN RADISH ?,Plant Protection
71012,Control root rot in apple are drenching copper ox chloride @ 600gm/200litre of water.,Cultural Practices
71011,Farmer need weather information of neemuch district of madhya pradesh ?,Weather
71010,LALITPUR ME VARISH....?,Weather
52886,ASKING ABOUT WEATHER REPORT IN HOOGHLY DISTRICTPARTLY,Weather
70992,Farmer want to know information about how to control sucking pest in     urd crop?,Plant Protection
70991,Elephant yam Varieties      ?,Plant Protection
70990,asking about karpooravalli banana spacing,Cultural Practices
70989,grass hopper in sugarcane?,Plant Protection
70988,Farmer needs information regarding weather information for Kasrawad block madhya pradesh state?,Weather
70987,Weed management in mentha crop ...?,Cultural Practices
70986,asked about groth retardant ?,Nutrient Management
52888,Asking about Arappu mor karaisal using quantity,Nutrient Management
70985,Farmer want to know information about grouth of flower?,Weather
70984,WEATHER --JAUNPUR.....?,Weather
70983,"plz, tell me weather information for angina?",Weather
70982,ASKING ABOUT THE CONTROL OF SUCKING PESTS IN MARIGOLD.,Plant Protection
70981,nutrent management in ganna.pedi....?,Nutrient Management
70980,Asking about Brinjal Yellow vein mosaic virus,Plant Protection
70979,TELL ME DISEASE CONTROL IN gwar  ?,Plant Protection
70977,tell me variety  of bottle  gourd,Cultural Practices
70993,Farmer wants to know information about weather  in chhindwara district ?,Weather
70994,"Asking about cotton sowing season and varieties for Tirunelveli, Thoothukudi districts",Market Information
70995,information regarding weather of fatehgarh?,Weather
52885,jasmine mite control management,Plant Protection
71009,Farmer needs information regarding weather for bhitarwar BLOCK of state madhya pradesh?,Weather
71008,FRUIT DROPPING IN MANGO,Plant Protection
71007,asking about sugarcane trash decompose method,Cultural Practices
71006,farmer wants to know information about girdle beetle in soybean crop?,Plant Protection
71005,Varity of Leman?,Weather
71004,Pre Emergence Herbicide use of mentha crop...?,Cultural Practices
71003,Asking about sesame foliar application,Nutrient Management
71002,information about weed control in sugarcane.....?,Weed Management
70975,asking about chilli total duration,Cultural Practices
52880,INSECT CONTROL IN PADDY ?,Plant Protection
71001,Farmer wants to know information about weather of chhindwara district?,Weather
52882,Farmer want to know information about weather of your  Narsimhapur district?,Weather
71000,ASKING ABOUT PIPELINE SUBSIDY,Government Schemes
70999,how to control SUCKING IN cow pea?,Plant Protection
52883,TELL ME CONTROL TERMITE IN GROUNDNUT,Plant Protection
52884,Asking about Sankarankoil (tirunelveli) weather report,Weather
70998,cauliflower  variety information,Cultural Practices
70997,Information regarding weather in jhajjar?,Weed Management
52881,TELL ME ABOUT MINIMUM SUPPORT PRICE GRAM AND MUSTARD ?,Market Information
70606,Nutrient management,Fertilizer Use and Availability
70605,TELL ME WEATHER REPORT INN NAGAUR,Weather
70604,information for  control Red rot in sugarcane crop?,Nutrient Management
70209,Insect control in paddy crop  ?,Plant Protection
70208,Asking about weather report Tirupur,Weather
70207,weed control in sugarcare,Government Schemes
53067,"plz, tell me weather information for sidhouli?",Weather
70205,MARKET RATE OF LEMON?,Market Information
70204,Asking about Curry leaf seedlings availability,Plant Protection
70203,WEATHER INFORMATIO?,Weather
70202,Termite problem in Maize crop...,Plant Protection
53068,Farmer wants to know information about weather report of  distt.?,Weather
70201,information maize ?,Varieties
53069,CONTROL OF THRIPS IN CUCUMBER,Plant Protection
70199,Asking about coconut research station  contact number,Government Schemes
70198,weed infestation in maize field,Weed Management
70197,mango nutrient management,Nutrient Management
53070,TELL ME ABOUT APHID CONTROL IN  ?,Plant Protection
70196,asking about market rate for groundnut,Market Information
70195,TELL ME VARIETY OF BOTTOL GARD ?,Cultural Practices
70210,Asking about Redpalm weevil in coconut,Plant Protection
53071,TELL ME CONTROL OF BACTERIAL BLIGHT DISEASE IN Ground nut,Plant Protection
70211,WANT TO KNOW ABOUT WEATHER REPORT OF KOTULPUR BLOCK IN BANKURA DISTRICT,Weather
70213,weed control of weed....?,Weed Management
70229,flower droping of pea ?,Fertilizer Use and Availability
70228,fertilizer dose in bottle gourd ?,Nutrient Management
70227,cucumber fruit fly management,Plant Protection
53066,Farmer want to know information about Weather forecasting for manawar tehsil in dhar district of Madhya Pradesh?,Weather
70226,information about leaf curling of chilli ?,Plant Protection
70225,CONTROL OF HAIRY CATERPILLAR IN CUCUMBER,Plant Protection
70224,asking about leaf caterpillar management in Moringa,Plant Protection
70223,Asking about groundnut white fly management,Plant Protection
70222,Information regarding to sowing time of saffron crop ?,Cultural Practices
70221,Information regarding to weather of hissar  ?,Weather
70220,farmer want to know information about  weather of Rajgarh  district ?,Weather
